Date,Open,Close,High,Low,Volume,code,Adj Close
2015-11-06,8.221,8.339,8.402,8.185,1678018.0,600048,8.339
2015-11-09,8.303,8.502,8.765,8.285,2039405.0,600048,8.502
2015-11-10,8.43,8.339,8.448,8.276,1227383.0,600048,8.339
2015-11-11,8.402,8.448,8.538,8.357,1210246.0,600048,8.448
2015-11-12,8.556,8.312,8.556,8.221,1014407.0,600048,8.312
2015-11-13,8.23,8.104,8.276,8.04,837825.0,600048,8.104
2015-11-16,8.04,8.194,8.194,7.977,736543.0,600048,8.194
2015-11-17,8.285,8.239,8.529,8.194,1368689.0,600048,8.239
2015-11-18,8.221,8.756,9.063,8.185,4020855.0,600048,8.756
2015-11-19,8.756,8.674,8.756,8.475,2063708.0,600048,8.674
2015-11-20,8.665,8.792,8.955,8.62,1703651.0,600048,8.792
2015-11-23,8.719,8.701,8.928,8.611,1085636.0,600048,8.701
2015-11-24,8.638,8.593,8.638,8.43,978161.0,600048,8.593
2015-11-25,8.547,8.647,8.801,8.511,1039364.0,600048,8.647
2015-11-26,8.647,8.71,8.918,8.647,1102714.0,600048,8.71
2015-11-27,8.647,8.33,8.746,8.239,1191024.0,600048,8.33
2015-11-30,8.357,8.692,8.828,8.357,1579164.0,600048,8.692
2015-12-01,8.638,9.561,9.561,8.565,5450317.0,600048,9.561
2015-12-02,9.416,10.521,10.521,9.29,7153619.0,600048,10.521
2015-12-03,10.503,10.286,10.63,10.068,3735823.0,600048,10.286
2015-12-04,10.05,9.96,10.231,9.887,2610177.0,600048,9.96
2015-12-07,9.878,9.806,10.05,9.598,2384263.0,600048,9.806
2015-12-08,9.815,9.706,9.933,9.507,1439170.0,600048,9.706
2015-12-09,9.751,10.132,10.304,9.634,2764756.0,600048,10.132
2015-12-10,9.96,9.462,10.204,9.389,1923511.0,600048,9.462
2015-12-11,9.398,9.371,9.453,9.127,1059719.0,600048,9.371
2015-12-14,9.272,9.57,9.67,9.226,1126821.0,600048,9.57
2015-12-15,9.652,9.697,10.114,9.57,1465982.0,600048,9.697
2015-12-16,9.625,9.48,9.733,9.416,885983.0,600048,9.48
2015-12-17,9.661,10.431,10.431,9.598,1920203.0,600048,10.431
2015-12-18,10.865,10.277,11.155,10.204,4028810.0,600048,10.277
2015-12-21,10.123,10.856,11.137,10.123,2603568.0,600048,10.856
2015-12-22,10.965,10.729,10.965,10.521,1558310.0,600048,10.729
2015-12-23,10.639,10.72,11.001,10.584,1612259.0,600048,10.72
2015-12-24,10.639,10.213,10.675,10.005,1504833.0,600048,10.213
2015-12-25,10.186,10.322,10.548,10.168,801232.0,600048,10.322
2015-12-28,10.34,9.806,10.367,9.733,1127462.0,600048,9.806
2015-12-29,9.779,9.914,9.933,9.579,702194.0,600048,9.914
2015-12-30,9.869,9.824,9.914,9.643,813309.0,600048,9.824
2015-12-31,9.824,9.634,10.005,9.607,693620.0,600048,9.634
2016-01-04,9.625,8.701,9.643,8.674,997359.0,600048,8.701
2016-01-05,8.466,8.928,9.081,8.375,1475344.0,600048,8.928
2016-01-06,8.891,9.063,9.109,8.756,834873.0,600048,9.063
2016-01-07,8.937,8.212,8.937,8.176,197016.0,600048,8.212
2016-01-08,8.448,8.593,8.81,8.176,1365459.0,600048,8.593
2016-01-11,8.439,8.004,8.611,7.886,1109567.0,600048,8.004
2016-01-12,8.049,8.14,8.393,7.904,908442.0,600048,8.14
2016-01-13,8.167,8.031,8.466,7.968,834199.0,600048,8.031
2016-01-14,7.859,8.276,8.312,7.669,871819.0,600048,8.276
2016-01-15,8.167,7.778,8.23,7.678,932798.0,600048,7.778
2016-01-18,7.651,7.796,7.941,7.606,476750.0,600048,7.796
2016-01-19,7.805,8.475,8.574,7.741,1458332.0,600048,8.475
2016-01-20,8.339,8.104,8.466,8.031,975444.0,600048,8.104
2016-01-21,8.013,7.977,8.339,7.904,649063.0,600048,7.977
2016-01-22,8.058,8.158,8.221,7.968,570343.0,600048,8.158
2016-01-25,8.167,8.248,8.348,8.122,536430.0,600048,8.248
2016-01-26,8.158,7.714,8.421,7.615,867636.0,600048,7.714
2016-01-27,7.805,7.923,8.076,7.624,935531.0,600048,7.923
2016-01-28,7.841,7.578,8.031,7.551,617196.0,600048,7.578
2016-01-29,7.606,7.886,7.986,7.597,569227.0,600048,7.886
2016-02-01,7.904,7.787,7.959,7.578,464262.0,600048,7.787
2016-02-02,7.787,8.185,8.366,7.741,925311.0,600048,8.185
2016-02-03,8.212,8.276,8.493,8.04,1290089.0,600048,8.276
2016-02-04,8.203,8.221,8.33,8.113,965402.0,600048,8.221
2016-02-05,8.267,8.149,8.303,8.14,554373.0,600048,8.149
2016-02-15,7.877,7.977,8.031,7.823,766791.0,600048,7.977
2016-02-16,8.022,8.194,8.248,7.968,740476.0,600048,8.194
2016-02-17,8.176,8.221,8.221,8.058,975842.0,600048,8.221
2016-02-18,8.285,8.33,8.583,8.212,1097629.0,600048,8.33
2016-02-19,8.276,8.194,8.339,8.095,713906.0,600048,8.194
2016-02-22,8.402,8.466,8.602,8.375,1236349.0,600048,8.466
2016-02-23,8.457,8.466,8.593,8.321,715840.0,600048,8.466
2016-02-24,8.457,8.493,8.511,8.312,513717.0,600048,8.493
2016-02-25,8.475,7.877,8.475,7.76,809549.0,600048,7.877
2016-02-26,7.932,7.968,8.004,7.769,515941.0,600048,7.968
2016-02-29,8.194,8.221,8.384,7.904,1473644.0,600048,8.221
2016-03-01,8.312,8.583,9.027,8.212,1984261.0,600048,8.583
2016-03-02,8.556,9.444,9.444,8.529,2680545.0,600048,9.444
2016-03-03,9.951,9.371,10.05,9.326,4543781.0,600048,9.371
2016-03-04,9.29,9.299,9.607,9.081,2792794.0,600048,9.299
2016-03-07,9.398,9.217,9.57,9.1,1649498.0,600048,9.217
2016-03-08,9.29,9.109,9.299,8.674,1539141.0,600048,9.109
2016-03-09,8.864,8.946,9.0,8.674,1275325.0,600048,8.946
2016-03-10,8.837,8.565,8.9,8.556,937052.0,600048,8.565
2016-03-11,8.484,8.466,8.493,8.248,874789.0,600048,8.466
2016-03-14,8.529,8.683,8.864,8.529,1073219.0,600048,8.683
2016-03-15,8.665,8.801,8.864,8.303,1926903.0,600048,8.801
2016-03-16,8.611,8.737,8.864,8.511,1760990.0,600048,8.737
2016-03-17,8.737,8.774,8.846,8.529,1155971.0,600048,8.774
2016-03-18,8.756,8.873,9.118,8.746,1821801.0,600048,8.873
2016-03-21,8.937,9.063,9.118,8.873,1562607.0,600048,9.063
2016-03-22,8.964,8.891,9.045,8.873,1067968.0,600048,8.891
2016-03-23,8.846,8.801,8.9,8.692,981836.0,600048,8.801
2016-03-24,8.701,8.647,8.846,8.611,884231.0,600048,8.647
2016-03-25,8.665,8.701,8.801,8.638,557727.0,600048,8.701
2016-03-28,8.674,8.484,8.737,8.439,985401.0,600048,8.484
2016-03-29,8.448,8.267,8.466,8.221,824564.0,600048,8.267
2016-03-30,8.312,8.502,8.556,8.294,785288.0,600048,8.502
2016-03-31,8.556,8.402,8.565,8.375,720700.0,600048,8.402
2016-04-01,8.43,8.439,8.484,8.258,651788.0,600048,8.439
2016-04-05,8.411,8.565,8.647,8.393,817991.0,600048,8.565
2016-04-06,8.565,8.556,8.583,8.475,599425.0,600048,8.556
2016-04-07,8.656,8.484,8.674,8.475,653511.0,600048,8.484
2016-04-08,8.43,8.348,8.466,8.294,593823.0,600048,8.348
2016-04-11,8.384,8.475,8.547,8.384,532626.0,600048,8.475
2016-04-12,8.466,8.366,8.475,8.33,458374.0,600048,8.366
2016-04-13,8.411,8.511,8.638,8.402,947673.0,600048,8.511
2016-04-14,8.583,8.593,8.638,8.466,538829.0,600048,8.593
2016-04-15,8.593,8.593,8.674,8.529,629612.0,600048,8.593
2016-04-18,8.547,8.411,8.547,8.375,561964.0,600048,8.411
2016-04-19,8.439,8.411,8.493,8.357,430797.0,600048,8.411
2016-04-20,8.439,8.285,8.448,8.022,1022009.0,600048,8.285
2016-04-21,8.239,8.176,8.276,8.158,332754.0,600048,8.176
2016-04-22,8.149,8.285,8.357,8.131,414862.0,600048,8.285
2016-04-25,8.239,8.194,8.258,8.149,253160.0,600048,8.194
2016-04-26,8.194,8.239,8.258,8.185,227775.0,600048,8.239
2016-04-27,8.248,8.248,8.321,8.23,275312.0,600048,8.248
2016-04-28,8.239,8.149,8.248,8.104,400166.0,600048,8.149
2016-04-29,8.113,8.104,8.167,8.076,237891.0,600048,8.104
2016-05-03,8.104,8.23,8.267,8.086,379941.0,600048,8.23
2016-05-04,8.203,8.258,8.285,8.194,306112.0,600048,8.258
2016-05-05,8.258,8.348,8.375,8.239,424700.0,600048,8.348
2016-05-06,8.375,8.194,8.466,8.194,557972.0,600048,8.194
2016-05-09,8.158,8.013,8.167,7.968,427864.0,600048,8.013
2016-05-10,8.022,8.004,8.067,7.977,233537.0,600048,8.004
2016-05-11,8.067,8.022,8.076,7.968,375246.0,600048,8.022
2016-05-12,8.013,8.058,8.076,7.877,363238.0,600048,8.058
2016-05-13,8.013,8.058,8.104,8.013,237847.0,600048,8.058
2016-05-16,8.067,8.113,8.131,7.968,271753.0,600048,8.113
2016-05-17,8.122,8.046,8.122,8.028,246248.0,600048,8.046
2016-05-18,8.018,7.952,8.018,7.773,454898.0,600048,7.952
2016-05-19,7.915,7.849,7.981,7.849,246285.0,600048,7.849
2016-05-20,7.83,7.924,7.943,7.783,235952.0,600048,7.924
2016-05-23,7.933,7.915,7.99,7.858,213313.0,600048,7.915
2016-05-25,7.952,7.811,7.952,7.764,289916.0,600048,7.811
2016-05-26,7.811,7.736,7.839,7.642,266162.0,600048,7.736
2016-05-27,7.736,7.745,7.811,7.698,216287.0,600048,7.745
2016-05-30,7.745,7.708,7.792,7.67,139327.0,600048,7.708
2016-05-31,7.726,7.99,7.999,7.698,555408.0,600048,7.99
2016-06-01,7.99,7.943,8.009,7.924,306002.0,600048,7.943
2016-06-02,7.943,7.962,8.037,7.924,266408.0,600048,7.962
2016-06-03,7.981,8.009,8.037,7.924,367494.0,600048,8.009
2016-06-06,8.009,7.99,8.075,7.952,288101.0,600048,7.99
2016-06-07,8.037,7.999,8.056,7.971,229412.0,600048,7.999
2016-06-08,8.009,7.971,8.046,7.924,233687.0,600048,7.971
2016-06-13,7.915,7.679,7.915,7.651,370705.0,600048,7.679
2016-06-14,7.661,7.67,7.689,7.623,260161.0,600048,7.67
2016-06-15,7.613,7.745,7.792,7.595,227349.0,600048,7.745
2016-06-16,7.717,7.67,7.745,7.651,215205.0,600048,7.67
2016-06-17,7.698,7.802,7.915,7.689,422835.0,600048,7.802
2016-06-20,7.811,8.037,8.093,7.811,600920.0,600048,8.037
2016-06-21,8.056,7.981,8.065,7.933,299124.0,600048,7.981
2016-06-22,7.962,8.084,8.122,7.933,339091.0,600048,8.084
2016-06-23,8.056,7.962,8.075,7.933,223918.0,600048,7.962
2016-06-24,7.999,7.962,8.206,7.868,680301.0,600048,7.962
2016-06-27,7.99,8.065,8.084,7.99,357976.0,600048,8.065
2016-06-28,8.028,8.037,8.046,7.971,238473.0,600048,8.037
2016-06-29,8.046,8.037,8.065,7.981,310015.0,600048,8.037
2016-06-30,8.037,8.122,8.131,8.018,274267.0,600048,8.122
2016-07-01,8.141,8.065,8.178,8.065,248576.0,600048,8.065
2016-07-04,8.056,8.385,8.432,8.037,860495.0,600048,8.385
2016-07-05,8.376,8.573,8.592,8.348,833788.0,600048,8.573
2016-07-06,8.611,8.564,8.733,8.451,1019435.0,600048,8.564
2016-07-14,8.733,8.677,9.025,8.658,1116341.0,600048,8.677
2016-07-15,8.715,8.733,8.893,8.705,559554.0,600048,8.733
2016-07-18,8.715,8.809,8.922,8.63,604412.0,600048,8.809
2016-07-19,8.799,8.592,8.837,8.508,496490.0,600048,8.592
2016-07-20,8.583,8.479,8.668,8.47,394267.0,600048,8.479
2016-07-21,8.517,8.517,8.602,8.47,253216.0,600048,8.517
2016-07-22,8.526,8.385,8.573,8.376,281645.0,600048,8.385
2016-07-25,8.413,8.526,8.573,8.404,399964.0,600048,8.526
2016-07-26,8.526,8.583,8.583,8.47,284096.0,600048,8.583
2016-07-27,8.583,8.536,8.649,8.31,621531.0,600048,8.536
2016-07-28,8.47,8.564,8.63,8.357,576006.0,600048,8.564
2016-07-29,8.517,8.46,8.526,8.46,228288.0,600048,8.46
2016-08-01,8.423,8.319,8.451,8.282,285885.0,600048,8.319
2016-08-02,8.348,8.47,8.526,8.31,343061.0,600048,8.47
2016-08-03,8.451,8.517,8.545,8.442,263188.0,600048,8.517
2016-08-04,8.489,8.724,8.79,8.385,799961.0,600048,8.724
2016-08-05,8.837,8.856,9.063,8.668,1224457.0,600048,8.856
2016-08-08,8.762,8.922,9.157,8.733,1104610.0,600048,8.922
2016-08-09,8.94,8.922,9.072,8.809,783442.0,600048,8.922
2016-08-10,8.875,8.752,8.931,8.733,513979.0,600048,8.752
2016-08-11,8.733,8.677,8.771,8.668,370144.0,600048,8.677
2016-08-12,8.686,9.345,9.505,8.639,2031839.0,600048,9.345
2016-08-15,9.326,9.853,9.994,9.27,3008351.0,600048,9.853
2016-08-16,9.891,9.477,10.173,9.411,3234277.0,600048,9.477
2016-08-17,9.411,9.307,9.505,9.204,1413593.0,600048,9.307
2016-08-18,9.26,9.543,10.032,9.242,2774729.0,600048,9.543
2016-08-19,9.439,9.364,9.505,9.307,1020898.0,600048,9.364
2016-08-22,9.364,9.336,9.618,9.298,822781.0,600048,9.336
2016-08-23,9.298,9.176,9.298,9.091,902530.0,600048,9.176
2016-08-24,9.223,9.1,9.251,9.063,587848.0,600048,9.1
2016-08-25,9.053,8.912,9.053,8.837,828984.0,600048,8.912
2016-08-26,8.922,8.893,8.978,8.884,359206.0,600048,8.893
2016-08-29,8.903,8.969,9.053,8.903,492228.0,600048,8.969
2016-08-30,8.987,8.997,9.091,8.969,466139.0,600048,8.997
2016-08-31,8.997,9.223,9.326,8.959,898048.0,600048,9.223
2016-09-01,9.166,8.846,9.166,8.828,977943.0,600048,8.846
2016-09-02,8.856,8.94,8.969,8.837,525427.0,600048,8.94
2016-09-05,8.94,8.837,8.94,8.799,427493.0,600048,8.837
2016-09-06,8.837,8.865,8.884,8.733,462818.0,600048,8.865
2016-09-07,8.903,8.922,9.063,8.875,581747.0,600048,8.922
2016-09-08,8.893,8.893,9.006,8.856,399690.0,600048,8.893
2016-09-09,8.903,8.78,8.912,8.733,397497.0,600048,8.78
2016-09-12,8.658,8.884,8.903,8.592,780356.0,600048,8.884
2016-09-13,8.828,8.997,9.006,8.78,644854.0,600048,8.997
2016-09-14,8.94,9.166,9.232,8.922,1245278.0,600048,9.166
2016-09-19,9.176,9.091,9.185,9.025,551685.0,600048,9.091
2016-09-20,9.091,9.072,9.166,9.044,310638.0,600048,9.072
2016-09-21,9.091,9.195,9.213,9.053,537048.0,600048,9.195
2016-09-22,9.213,9.402,9.533,9.213,1123134.0,600048,9.402
2016-09-23,9.402,9.157,9.402,9.138,565637.0,600048,9.157
2016-09-26,9.166,8.903,9.176,8.875,673017.0,600048,8.903
2016-09-27,8.903,9.091,9.138,8.875,618220.0,600048,9.091
2016-09-28,9.082,8.969,9.129,8.959,360371.0,600048,8.969
2016-09-29,8.969,8.997,9.119,8.931,283926.0,600048,8.997
2016-09-30,8.987,9.035,9.11,8.978,269426.0,600048,9.035
2016-10-10,8.828,8.715,8.828,8.526,1019919.0,600048,8.715
2016-10-11,8.649,8.705,8.828,8.639,536555.0,600048,8.705
2016-10-12,8.705,8.658,8.743,8.611,479480.0,600048,8.658
2016-10-13,8.649,8.639,8.677,8.583,395932.0,600048,8.639
2016-10-14,8.639,8.658,8.668,8.602,318844.0,600048,8.658
2016-10-17,8.639,8.564,8.658,8.555,436751.0,600048,8.564
2016-10-18,8.545,8.62,8.62,8.517,519010.0,600048,8.62
2016-10-19,8.62,8.611,8.696,8.583,343303.0,600048,8.611
2016-10-20,8.602,8.63,8.658,8.583,292408.0,600048,8.63
2016-10-21,8.639,8.611,8.649,8.573,316328.0,600048,8.611
2016-10-24,8.611,8.686,8.696,8.583,501152.0,600048,8.686
2016-10-25,8.677,8.677,8.715,8.658,346454.0,600048,8.677
2016-10-26,8.677,8.639,8.686,8.611,257918.0,600048,8.639
2016-10-27,8.62,8.602,8.639,8.583,296390.0,600048,8.602
2016-10-28,8.592,8.63,8.658,8.592,262343.0,600048,8.63
2016-10-31,8.611,8.611,8.639,8.489,398956.0,600048,8.611
2016-11-01,8.611,8.639,8.658,8.583,308491.0,600048,8.639
2016-11-02,8.62,8.573,8.649,8.555,298972.0,600048,8.573
2016-11-03,8.564,8.583,8.63,8.545,335442.0,600048,8.583
2016-11-04,8.592,8.545,8.63,8.526,303318.0,600048,8.545
2016-11-07,8.573,8.545,8.573,8.517,217157.0,600048,8.545
2016-11-08,8.564,8.545,8.583,8.526,286147.0,600048,8.545
2016-11-09,8.555,8.564,8.639,8.47,646646.0,600048,8.564
2016-11-10,8.62,8.639,8.696,8.573,514109.0,600048,8.639
2016-11-11,8.63,8.705,8.724,8.611,640357.0,600048,8.705
2016-11-14,8.677,8.715,8.733,8.658,493577.0,600048,8.715
2016-11-15,8.715,8.79,8.893,8.696,667286.0,600048,8.79
2016-11-16,8.79,8.752,8.799,8.715,353775.0,600048,8.752
2016-11-17,8.743,8.733,8.762,8.696,332194.0,600048,8.733
2016-11-18,8.762,8.818,8.987,8.762,820417.0,600048,8.818
2016-11-21,8.828,8.931,8.997,8.818,656999.0,600048,8.931
2016-11-22,8.94,8.987,9.035,8.884,485794.0,600048,8.987
2016-11-23,9.016,9.251,9.486,9.016,1769872.0,600048,9.251
2016-11-24,9.223,9.307,9.458,9.129,1056568.0,600048,9.307
2016-11-25,9.317,9.467,9.712,9.307,1134726.0,600048,9.467
2016-11-28,9.505,9.411,9.665,9.317,981633.0,600048,9.411
2016-11-30,9.562,9.298,9.665,9.147,1251930.0,600048,9.298
2016-12-01,9.317,10.032,10.23,9.242,4701789.0,600048,10.032
2016-12-02,10.089,9.985,10.446,9.938,3690137.0,600048,9.985
2016-12-05,9.552,9.43,9.599,9.195,2379978.0,600048,9.43
2016-12-06,9.373,9.204,9.439,9.166,1103332.0,600048,9.204
2016-12-07,9.185,9.307,9.373,9.119,852166.0,600048,9.307
2016-12-08,9.298,9.26,9.336,9.204,554539.0,600048,9.26
2016-12-09,9.26,9.355,9.449,9.223,891996.0,600048,9.355
2016-12-12,9.298,9.091,9.307,8.969,1156014.0,600048,9.091
2016-12-13,9.053,8.94,9.082,8.893,556570.0,600048,8.94
2016-12-14,9.006,8.969,9.129,8.959,598212.0,600048,8.969
2016-12-15,8.94,8.809,8.997,8.743,645390.0,600048,8.809
2016-12-16,8.799,8.809,8.884,8.743,347686.0,600048,8.809
2016-12-19,8.809,8.771,8.846,8.724,373332.0,600048,8.771
2016-12-20,8.762,8.649,8.762,8.545,613478.0,600048,8.649
2016-12-21,8.649,8.696,8.733,8.62,348646.0,600048,8.696
2016-12-22,8.668,8.649,8.686,8.592,356371.0,600048,8.649
2016-12-23,8.63,8.592,8.649,8.564,275583.0,600048,8.592
2016-12-26,8.564,8.639,8.639,8.508,238974.0,600048,8.639
2016-12-27,8.639,8.686,8.799,8.611,375270.0,600048,8.686
2016-12-28,8.677,8.573,8.686,8.536,337927.0,600048,8.573
2016-12-29,8.564,8.555,8.583,8.536,369388.0,600048,8.555
2016-12-30,8.564,8.592,8.639,8.517,585876.0,600048,8.592
2017-01-03,8.583,8.649,8.668,8.545,349280.0,600048,8.649
2017-01-04,8.63,8.668,8.696,8.583,384206.0,600048,8.668
2017-01-05,8.677,8.649,8.733,8.639,353439.0,600048,8.649
2017-01-06,8.649,8.62,8.696,8.592,299801.0,600048,8.62
2017-01-09,8.611,8.639,8.668,8.602,198153.0,600048,8.639
2017-01-10,8.63,8.658,8.668,8.611,296687.0,600048,8.658
2017-01-11,8.658,8.592,8.658,8.592,232849.0,600048,8.592
2017-01-12,8.564,8.517,8.602,8.508,320319.0,600048,8.517
2017-01-13,8.564,8.564,8.658,8.517,413039.0,600048,8.564
2017-01-16,8.545,8.668,8.743,8.404,1206062.0,600048,8.668
2017-01-17,8.639,8.602,8.649,8.555,257881.0,600048,8.602
2017-01-18,8.611,8.63,8.686,8.583,230222.0,600048,8.63
2017-01-19,8.62,8.649,8.724,8.592,258369.0,600048,8.649
2017-01-20,8.639,8.724,8.743,8.62,344610.0,600048,8.724
2017-01-23,8.743,8.733,8.771,8.696,326855.0,600048,8.733
2017-01-24,8.733,8.668,8.743,8.63,446897.0,600048,8.668
2017-01-25,8.611,8.668,8.686,8.602,212856.0,600048,8.668
2017-01-26,8.677,8.677,8.705,8.649,227639.0,600048,8.677
2017-02-03,8.686,8.639,8.715,8.611,187001.0,600048,8.639
2017-02-06,8.639,8.62,8.639,8.573,269645.0,600048,8.62
2017-02-07,8.62,8.62,8.649,8.611,215418.0,600048,8.62
2017-02-08,8.63,8.743,8.752,8.583,446983.0,600048,8.743
2017-02-09,8.752,8.931,9.082,8.743,880056.0,600048,8.931
2017-02-10,8.931,8.912,8.997,8.846,377343.0,600048,8.912
2017-02-13,8.912,8.95,8.987,8.846,334923.0,600048,8.95
2017-02-14,8.94,8.959,8.978,8.903,214413.0,600048,8.959
2017-02-15,8.959,8.818,8.969,8.809,453662.0,600048,8.818
2017-02-16,8.818,8.893,8.912,8.79,299468.0,600048,8.893
2017-02-17,8.893,8.762,8.95,8.752,439588.0,600048,8.762
2017-02-20,8.771,9.016,9.035,8.762,670614.0,600048,9.016
2017-02-21,9.006,9.138,9.185,9.006,981326.0,600048,9.138
2017-02-22,9.1,9.119,9.157,9.063,453953.0,600048,9.119
2017-02-23,9.138,9.063,9.176,8.997,377404.0,600048,9.063
2017-02-24,9.025,9.016,9.063,8.903,377449.0,600048,9.016
2017-02-27,8.978,8.884,8.978,8.856,305669.0,600048,8.884
2017-02-28,8.884,8.912,8.95,8.875,195496.0,600048,8.912
2017-03-01,8.969,8.969,9.016,8.922,340511.0,600048,8.969
2017-03-02,8.978,8.875,9.006,8.865,243111.0,600048,8.875
2017-03-03,8.856,8.875,8.912,8.733,376967.0,600048,8.875
2017-03-06,8.856,8.912,8.95,8.837,287513.0,600048,8.912
2017-03-07,8.931,8.912,8.95,8.846,239667.0,600048,8.912
2017-03-08,8.931,9.016,9.091,8.903,569290.0,600048,9.016
2017-03-09,8.987,9.091,9.1,8.95,607752.0,600048,9.091
2017-03-10,9.063,9.063,9.204,9.044,432165.0,600048,9.063
2017-03-13,9.053,9.496,9.627,8.978,1911090.0,600048,9.496
2017-03-14,9.477,9.515,9.646,9.383,1103578.0,600048,9.515
2017-03-15,9.496,9.496,9.58,9.402,565665.0,600048,9.496
2017-03-16,9.515,9.411,9.609,9.355,879035.0,600048,9.411
2017-03-17,9.449,9.166,9.486,9.138,1166221.0,600048,9.166
2017-03-20,9.11,9.053,9.157,8.95,805498.0,600048,9.053
2017-03-21,9.063,9.166,9.204,9.006,635650.0,600048,9.166
